,name,x1,x2,y1,y2,classname
74,04196_Mask_Mouth_Chin.jpg,232,188,614,707,face_mask_correct
75,04043_Mask_Mouth_Chin.jpg,243,163,571,739,face_mask_correct
76,00962_Mask_Mouth_Chin.jpg,235,203,571,683,face_mask_correct
77,06803_Mask_Mouth_Chin.jpg,158,198,594,708,face_mask_correct
78,02122_Mask_Mouth_Chin.jpg,287,253,600,663,face_mask_correct
79,00787_Mask_Mouth_Chin.jpg,245,198,534,696,face_mask_correct
80,06733_Mask_Mouth_Chin.jpg,320,184,542,709,face_mask_correct
81,05447_Mask_Mouth_Chin.jpg,216,209,547,656,face_mask_correct
82,05592_Mask_Mouth_Chin.jpg,336,226,516,660,face_mask_correct
83,07337_Mask_Mouth_Chin.jpg,254,140,636,821,face_mask_correct
84,01383_Mask_Mouth_Chin.jpg,176,192,601,713,face_mask_correct
85,01256_Mask_Mouth_Chin.jpg,334,113,625,838,face_mask_correct
86,01442_Mask_Mouth_Chin.jpg,318,140,650,870,face_mask_correct
87,04288_Mask_Nose_Mouth.jpg,224,204,542,714,face_mask_correct
88,01597_Mask_Mouth_Chin.jpg,217,198,593,713,face_mask_correct
89,02650_Mask_Chin.jpg,248,158,576,770,face_mask_correct
90,00544_Mask_Chin.jpg,213,123,633,807,face_mask_correct
91,05253_Mask_Mouth_Chin.jpg,319,184,546,682,face_mask_correct
92,01207_Mask_Mouth_Chin.jpg,219,167,581,695,face_mask_correct
93,07366_Mask_Mouth_Chin.jpg,317,155,600,760,face_mask_correct
94,05416_Mask_Mouth_Chin.jpg,194,153,592,765,face_mask_correct
95,02398_Mask_Chin.jpg,242,202,524,642,face_mask_correct
96,05202_Mask_Mouth_Chin.jpg,176,162,562,740,face_mask_correct
97,07572_Mask_Mouth_Chin.jpg,244,229,541,649,face_mask_correct
98,04021_Mask_Chin.jpg,191,162,563,768,face_mask_correct
99,01413_Mask_Mouth_Chin.jpg,144,200,504,716,face_mask_correct
100,04378_Mask_Mouth_Chin.jpg,230,130,584,775,face_mask_correct
101,05324_Mask_Mouth_Chin.jpg,223,157,559,760,face_mask_correct
102,01535_Mask_Mouth_Chin.jpg,238,235,526,629,face_mask_correct
103,00569_Mask_Mouth_Chin.jpg,199,189,598,742,face_mask_correct
104,06408_Mask_Mouth_Chin.jpg,175,179,557,755,face_mask_correct
105,07581_Mask_Mouth_Chin.jpg,115,186,627,728,face_mask_correct
106,07581_Mask_Mouth_Chin.jpg,714,131,41,48,face_mask_correct
107,07395_Mask_Mouth_Chin.jpg,200,175,597,735,face_mask_correct
108,07240_Mask_Mouth_Chin.jpg,218,201,545,722,face_mask_correct
109,01321_Mask_Mouth_Chin.jpg,252,229,538,635,face_mask_correct
110,01321_Mask_Mouth_Chin.jpg,36,770,32,37,face_mask_correct
111,05462_Mask_Nose_Mouth.jpg,210,192,615,726,face_mask_correct
112,05006_Mask_Chin.jpg,223,198,547,681,face_mask_correct
113,05530_Mask_Mouth_Chin.jpg,246,187,593,691,face_mask_correct
114,06459_Mask_Mouth_Chin.jpg,127,143,638,762,face_mask_correct
115,01564_Mask_Mouth_Chin.jpg,227,201,568,722,face_mask_correct
116,00538_Mask_Mouth_Chin.jpg,284,142,583,766,face_mask_correct
117,02248_Mask_Mouth_Chin.jpg,197,148,575,758,face_mask_correct
118,02248_Mask_Mouth_Chin.jpg,748,72,24,28,face_mask_correct
119,05375_Mask_Mouth_Chin.jpg,157,195,585,706,face_mask_correct
120,05561_Mask_Mouth_Chin.jpg,49,146,624,823,face_mask_correct
121,02589_Mask_Mouth_Chin.jpg,243,201,532,671,face_mask_correct
122,07343_Mask_Nose_Mouth.jpg,223,180,549,722,face_mask_correct
123,07211_Mask_Mouth_Chin.jpg,259,215,570,669,face_mask_correct
124,06398_Mask_Mouth_Chin.jpg,149,156,597,781,face_mask_correct
125,01146_Mask_Chin.jpg,203,230,535,670,face_mask_correct
126,06496_Mask_Nose_Mouth.jpg,251,235,515,635,face_mask_correct
127,02200_Mask_Mouth_Chin.jpg,136,201,482,729,face_mask_correct
128,04361_Mask_Mouth_Chin.jpg,176,166,545,738,face_mask_correct
129,06411_Mask_Mouth_Chin.jpg,264,206,489,631,face_mask_correct
130,07598_Mask_Mouth_Chin.jpg,115,161,626,771,face_mask_correct
131,00570_Mask_Mouth_Chin.jpg,273,124,619,812,face_mask_correct
132,01338_Mask_Mouth_Chin.jpg,238,224,663,710,face_mask_correct
133,00364_Mask_Mouth_Chin.jpg,179,187,575,694,face_mask_correct
134,07259_Mask_Mouth_Chin.jpg,224,122,688,874,face_mask_correct
135,06205_Mask_Mouth_Chin.jpg,222,186,578,711,face_mask_correct
136,05529_Mask_Mouth_Chin.jpg,164,187,579,691,face_mask_correct
137,02414_Mask_Mouth_Chin.jpg,240,191,550,675,face_mask_correct
138,06282_Mask_Nose_Mouth.jpg,238,197,644,751,face_mask_correct
139,07160_Mask_Chin.jpg,201,246,497,642,face_mask_correct
140,06440_Mask_Mouth_Chin.jpg,223,231,538,674,face_mask_correct
141,06595_Mask_Mouth_Chin.jpg,168,174,556,711,face_mask_correct
142,04330_Mask_Mouth_Chin.jpg,230,177,568,686,face_mask_correct
143,04330_Mask_Mouth_Chin.jpg,63,917,24,33,face_mask_correct
144,02384_Mask_Mouth_Chin.jpg,246,222,552,639,face_mask_correct
145,02251_Mask_Mouth_Chin.jpg,222,179,574,710,face_mask_correct
146,02445_Mask_Mouth_Chin.jpg,229,140,582,760,face_mask_correct
147,02590_Mask_Mouth_Chin.jpg,237,177,559,704,face_mask_correct
148,04524_Mask_Mouth_Chin.jpg,137,214,606,685,face_mask_correct
149,05578_Mask_Mouth_Chin.jpg,182,183,579,781,face_mask_correct
150,07208_Mask_Mouth_Chin.jpg,253,193,532,698,face_mask_correct
151,06381_Mask_Mouth_Chin.jpg,182,179,591,703,face_mask_correct
152,06254_Mask_Mouth_Chin.jpg,259,149,551,681,face_mask_correct
153,01369_Mask_Mouth_Chin.jpg,162,224,606,652,face_mask_correct
154,00335_Mask_Mouth_Chin.jpg,187,184,588,721,face_mask_correct
155,04402_Mask_Mouth_Chin.jpg,190,158,601,759,face_mask_correct
156,02563_Mask_Mouth_Chin.jpg,222,237,553,641,face_mask_correct
157,06017_Mask_Chin.jpg,199,177,578,771,face_mask_correct
158,00905_Mask_Chin.jpg,237,285,582,643,face_mask_correct
159,00213_Mask_Mouth_Chin.jpg,277,142,606,810,face_mask_correct
160,06372_Mask_Mouth_Chin.jpg,215,211,531,626,face_mask_correct
161,06372_Mask_Mouth_Chin.jpg,887,858,89,119,face_mask_correct
162,06566_Mask_Mouth_Chin.jpg,278,192,569,689,face_mask_correct
163,00407_Mask_Mouth_Chin.jpg,419,177,510,697,face_mask_correct
164,02377_Mask_Mouth_Chin.jpg,201,202,589,740,face_mask_correct
165,04216_Mask_Mouth_Chin.jpg,157,167,599,716,face_mask_correct
166,06323_Mask_Mouth_Chin.jpg,239,172,573,736,face_mask_correct
167,00397_Mask_Mouth_Chin.jpg,176,165,579,751,face_mask_correct
168,00242_Mask_Mouth_Chin.jpg,215,194,587,689,face_mask_correct
169,00242_Mask_Mouth_Chin.jpg,156,400,49,72,face_mask_correct
170,04501_Mask_Nose_Mouth.jpg,215,236,577,670,face_mask_correct
171,04453_Mask_Mouth_Chin.jpg,345,159,547,720,face_mask_correct
172,04845_Mask_Chin.jpg,254,126,619,809,face_mask_correct
173,04586_Mask_Mouth_Chin.jpg,276,183,581,720,face_mask_correct
174,04247_Mask_Mouth_Chin.jpg,224,218,567,681,face_mask_correct
175,02326_Mask_Mouth_Chin.jpg,265,231,583,657,face_mask_correct
176,00456_Mask_Mouth_Chin.jpg,182,192,542,707,face_mask_correct
177,00583_Mask_Mouth_Chin.jpg,212,176,585,701,face_mask_correct
178,05349_Mask_Nose_Mouth.jpg,338,199,518,663,face_mask_correct
179,06537_Mask_Mouth_Chin.jpg,149,211,592,737,face_mask_correct
180,05643_Mask_Mouth_Chin.jpg,289,166,577,769,face_mask_correct
181,07133_Mask_Mouth_Chin.jpg,241,139,620,789,face_mask_correct
182,01187_Mask_Mouth_Chin.jpg,228,178,597,715,face_mask_correct
183,05973_Mask_Mouth_Chin.jpg,206,182,628,779,face_mask_correct
184,05973_Mask_Mouth_Chin.jpg,826,41,190,233,face_mask_correct
185,01052_Mask_Mouth_Chin.jpg,155,205,607,761,face_mask_correct
186,01793_Mask_Mouth_Chin.jpg,328,182,577,719,face_mask_correct
187,07727_Mask_Mouth_Chin.jpg,159,226,623,718,face_mask_correct
188,07727_Mask_Mouth_Chin.jpg,10,322,28,32,face_mask_correct
189,05182_Mask_Mouth_Chin.jpg,231,214,566,677,face_mask_correct
190,05182_Mask_Mouth_Chin.jpg,206,55,66,77,face_mask_correct
191,05057_Mask_Mouth_Chin.jpg,199,201,570,694,face_mask_correct
192,01976_Mask_Mouth_Chin.jpg,208,166,600,790,face_mask_correct
193,07817_Mask_Mouth_Chin.jpg,251,159,581,709,face_mask_correct
194,05695_Mask_Nose_Mouth.jpg,204,151,640,757,face_mask_correct
195,01003_Mask_Mouth_Chin.jpg,154,173,565,736,face_mask_correct
196,06000_Mask_Chin.jpg,277,159,575,739,face_mask_correct
197,06000_Mask_Chin.jpg,884,709,34,40,face_mask_correct
198,07162_Mask_Mouth_Chin.jpg,273,203,566,688,face_mask_correct
199,05870_Mask_Nose_Mouth.jpg,192,195,564,732,face_mask_correct
200,05612_Mask_Mouth_Chin.jpg,211,237,536,599,face_mask_correct
201,02898_Mask_Nose_Mouth.jpg,150,177,631,765,face_mask_correct
202,07030_Mask_Nose_Mouth.jpg,215,273,575,618,face_mask_correct
203,07993_Mask_Mouth_Chin.jpg,179,222,538,638,face_mask_correct
204,07846_Mask_Mouth_Chin.jpg,232,134,677,897,face_mask_correct
205,01927_Mask_Mouth_Chin.jpg,190,175,579,726,face_mask_correct
206,02669_Mask_Chin.jpg,230,170,571,748,face_mask_correct
207,07776_Mask_Mouth_Chin.jpg,202,199,570,731,face_mask_correct
208,01617_Mask_Mouth_Chin.jpg,113,176,646,775,face_mask_correct
209,00988_Mask_Mouth_Chin.jpg,265,185,587,728,face_mask_correct
210,05120_Mask_Mouth_Chin.jpg,234,183,611,668,face_mask_correct
211,01801_Mask_Mouth_Chin.jpg,225,192,560,698,face_mask_correct
212,05716_Mask_Chin.jpg,204,220,595,707,face_mask_correct
213,05072_Mask_Nose_Mouth.jpg,213,182,605,715,face_mask_correct
214,07650_Mask_Mouth_Chin.jpg,216,218,562,629,face_mask_correct
215,07785_Mask_Mouth_Chin.jpg,204,230,555,653,face_mask_correct
216,02939_Mask_Mouth_Chin.jpg,110,166,620,800,face_mask_correct
217,07191_Mask_Mouth_Chin.jpg,210,250,526,658,face_mask_correct
218,06018_Mask_Mouth_Chin.jpg,210,203,556,679,face_mask_correct
219,07044_Mask_Mouth_Chin.jpg,184,187,580,698,face_mask_correct
220,00179_Mask_Mouth_Chin.jpg,258,188,549,737,face_mask_correct
221,05804_Mask_Mouth_Chin.jpg,225,133,599,787,face_mask_correct
222,02609_Mask_Mouth_Chin.jpg,178,160,591,755,face_mask_correct
223,05734_Mask_Mouth_Chin.jpg,321,203,578,721,face_mask_correct
224,04768_Mask_Mouth_Chin.jpg,228,200,593,739,face_mask_correct
225,06788_Mask_Mouth_Chin.jpg,225,134,569,719,face_mask_correct
226,01988_Mask_Chin.jpg,288,188,563,729,face_mask_correct
227,07601_Mask_Mouth_Chin.jpg,308,225,509,629,face_mask_correct
228,02199_Mask_Mouth_Chin.jpg,353,152,585,857,face_mask_correct
229,07931_Mask_Mouth_Chin.jpg,286,205,563,709,face_mask_correct
230,01985_Mask_Mouth_Chin.jpg,92,194,629,736,face_mask_correct
231,01850_Mask_Mouth_Chin.jpg,77,298,27,36,face_mask_correct
232,01850_Mask_Mouth_Chin.jpg,260,215,597,680,face_mask_correct
233,05171_Mask_Mouth_Chin.jpg,236,166,537,754,face_mask_correct
234,05907_Mask_Nose_Mouth.jpg,244,182,555,713,face_mask_correct
235,05765_Mask_Mouth_Chin.jpg,264,194,592,701,face_mask_correct
236,05765_Mask_Mouth_Chin.jpg,933,429,51,70,face_mask_correct
237,04739_Mask_Mouth_Chin.jpg,249,166,598,722,face_mask_correct
238,04809_Mask_Mouth_Chin.jpg,151,191,537,719,face_mask_correct
239,00128_Mask_Mouth_Chin.jpg,153,133,621,801,face_mask_correct
240,01174_Mask_Mouth_Chin.jpg,137,263,527,650,face_mask_correct
241,05855_Mask_Mouth_Chin.jpg,260,171,575,747,face_mask_correct
242,02968_Mask_Mouth_Chin.jpg,215,190,566,716,face_mask_correct
243,05531_Mask_Mouth_Chin.jpg,225,176,599,711,face_mask_correct
244,07241_Mask_Mouth_Chin.jpg,322,171,581,754,face_mask_correct
245,07394_Mask_Mouth_Chin.jpg,283,185,545,718,face_mask_correct
246,01320_Mask_Mouth_Chin.jpg,224,195,566,662,face_mask_correct
247,01534_Mask_Mouth_Chin.jpg,218,205,594,683,face_mask_correct
248,06409_Mask_Mouth_Chin.jpg,207,229,531,593,face_mask_correct
249,07455_Mask_Mouth_Chin.jpg,225,168,583,732,face_mask_correct
250,01466_Mask_Nose_Mouth.jpg,215,156,651,833,face_mask_correct
251,04379_Mask_Mouth_Chin.jpg,245,219,556,691,face_mask_correct
252,02218_Mask_Mouth_Chin.jpg,225,265,539,647,face_mask_correct
253,01371_Mask_Mouth_Chin.jpg,169,251,563,671,face_mask_correct
254,07210_Mask_Mouth_Chin.jpg,148,153,570,782,face_mask_correct
255,06399_Mask_Mouth_Chin.jpg,227,209,544,695,face_mask_correct
256,05560_Mask_Mouth_Chin.jpg,278,148,583,821,face_mask_correct
257,05796_Mask_Chin.jpg,195,175,578,699,face_mask_correct
258,07297_Mask_Nose_Mouth.jpg,263,269,562,652,face_mask_correct
259,02588_Mask_Mouth_Chin.jpg,139,218,575,645,face_mask_correct
260,02249_Mask_Mouth_Chin.jpg,227,168,606,715,face_mask_correct
261,05374_Mask_Mouth_Chin.jpg,258,230,616,651,face_mask_correct
262,04328_Mask_Mouth_Chin.jpg,354,199,536,694,face_mask_correct
263,06458_Mask_Mouth_Chin.jpg,205,135,598,777,face_mask_correct
264,00539_Mask_Mouth_Chin.jpg,211,287,513,611,face_mask_correct
265,01565_Mask_Mouth_Chin.jpg,283,202,562,708,face_mask_correct
266,01565_Mask_Mouth_Chin.jpg,845,558,23,28,face_mask_correct
267,01565_Mask_Mouth_Chin.jpg,348,72,39,49,face_mask_correct
268,01565_Mask_Mouth_Chin.jpg,325,97,64,82,face_mask_correct
269,05252_Mask_Mouth_Chin.jpg,244,167,617,747,face_mask_correct
270,07470_Mask_Nose_Mouth.jpg,217,182,620,736,face_mask_correct
271,01596_Mask_Mouth_Chin.jpg,288,134,601,791,face_mask_correct
272,01443_Mask_Mouth_Chin.jpg,261,281,519,566,face_mask_correct
273,07522_Mask_Mouth_Chin.jpg,121,145,630,798,face_mask_correct
274,07336_Mask_Mouth_Chin.jpg,209,206,576,718,face_mask_correct
275,00088_Mask_Chin.jpg,122,155,634,769,face_mask_correct
276,05593_Mask_Mouth_Chin.jpg,210,150,579,729,face_mask_correct
277,05446_Mask_Mouth_Chin.jpg,199,168,593,758,face_mask_correct
278,07573_Mask_Mouth_Chin.jpg,245,241,550,685,face_mask_correct
279,06548_Mask_Chin.jpg,166,150,567,771,face_mask_correct
280,06418_Mask_Chin.jpg,216,234,552,660,face_mask_correct
281,01412_Mask_Mouth_Chin.jpg,305,198,565,714,face_mask_correct
282,04279_Mask_Chin.jpg,222,246,513,633,face_mask_correct
283,04329_Mask_Chin.jpg,227,189,568,714,face_mask_correct
284,07421_Mask_Nose_Mouth.jpg,215,231,608,696,face_mask_correct
285,05203_Mask_Mouth_Chin.jpg,234,237,571,636,face_mask_correct
286,05417_Mask_Mouth_Chin.jpg,244,159,590,727,face_mask_correct
287,04098_Mask_Chin.jpg,218,157,581,816,face_mask_correct
288,06927_Mask_Chin.jpg,191,205,566,682,face_mask_correct
289,02654_Mask_Chin.jpg,247,178,604,717,face_mask_correct
290,01206_Mask_Mouth_Chin.jpg,280,212,573,647,face_mask_correct
291,05490_Mask_Nose_Mouth.jpg,238,150,573,693,face_mask_correct
292,00165_Mask_Chin.jpg,270,238,589,667,face_mask_correct
293,02172_Mask_Mouth_Chin.jpg,217,161,615,753,face_mask_correct
294,06853_Mask_Mouth_Chin.jpg,282,258,531,592,face_mask_correct
295,02087_Mask_Chin.jpg,140,165,647,790,face_mask_correct
296,02087_Mask_Chin.jpg,96,269,45,60,face_mask_correct
297,06986_Mask_Mouth_Chin.jpg,255,157,550,685,face_mask_correct
298,00932_Mask_Mouth_Chin.jpg,200,180,519,730,face_mask_correct
299,04013_Mask_Mouth_Chin.jpg,272,200,582,678,face_mask_correct
300,06763_Mask_Mouth_Chin.jpg,246,233,503,603,face_mask_correct
301,00602_Mask_Mouth_Chin.jpg,161,228,554,735,face_mask_correct
302,00016_Mask_Mouth_Chin.jpg,212,186,582,721,face_mask_correct
303,04937_Mask_Mouth_Chin.jpg,242,233,579,662,face_mask_correct
304,04680_Mask_Nose_Mouth.jpg,122,156,622,788,face_mask_correct
305,06177_Mask_Mouth_Chin.jpg,208,203,549,646,face_mask_correct
306,02983_Mask_Mouth_Chin.jpg,170,152,641,777,face_mask_correct
307,04607_Mask_Mouth_Chin.jpg,328,163,591,762,face_mask_correct
308,00172_Mask_Chin.jpg,294,169,566,730,face_mask_correct
309,00172_Mask_Chin.jpg,151,499,196,254,face_mask_correct
310,00786_Mask_Mouth_Chin.jpg,240,239,540,653,face_mask_correct
311,00653_Mask_Mouth_Chin.jpg,226,157,603,746,face_mask_correct
312,06732_Mask_Mouth_Chin.jpg,204,144,613,771,face_mask_correct
313,04042_Mask_Mouth_Chin.jpg,297,218,490,582,face_mask_correct
314,00963_Mask_Mouth_Chin.jpg,190,246,597,642,face_mask_correct
315,04197_Mask_Mouth_Chin.jpg,224,176,548,713,face_mask_correct
316,06802_Mask_Mouth_Chin.jpg,234,163,626,799,face_mask_correct
317,02123_Mask_Mouth_Chin.jpg,225,163,599,721,face_mask_correct
318,02737_Mask_Mouth_Chin.jpg,210,193,602,730,face_mask_correct
319,04783_Mask_Mouth_Chin.jpg,231,200,543,692,face_mask_correct
320,01149_Mask_Nose_Mouth.jpg,94,140,606,803,face_mask_correct
321,04656_Mask_Mouth_Chin.jpg,182,173,561,739,face_mask_correct
322,06126_Mask_Mouth_Chin.jpg,253,172,591,746,face_mask_correct
323,02807_Mask_Mouth_Chin.jpg,162,181,576,779,face_mask_correct
324,04966_Mask_Mouth_Chin.jpg,129,182,690,793,face_mask_correct
325,00047_Mask_Mouth_Chin.jpg,254,190,548,695,face_mask_correct
326,00192_Mask_Mouth_Chin.jpg,109,155,596,811,face_mask_correct
327,04770_Mask_Mouth_Chin.jpg,187,221,542,626,face_mask_correct
328,02611_Mask_Mouth_Chin.jpg,262,287,602,655,face_mask_correct
329,06152_Mask_Nose_Mouth.jpg,355,219,492,616,face_mask_correct
330,00161_Mask_Mouth_Chin.jpg,191,277,544,646,face_mask_correct
331,04995_Mask_Mouth_Chin.jpg,298,165,601,768,face_mask_correct
332,07189_Mask_Mouth_Chin.jpg,255,231,456,623,face_mask_correct
333,05781_Mask_Chin.jpg,231,198,556,701,face_mask_correct
334,07648_Mask_Mouth_Chin.jpg,190,198,601,722,face_mask_correct
335,06614_Mask_Mouth_Chin.jpg,212,189,546,736,face_mask_correct
336,01729_Mask_Mouth_Chin.jpg,221,168,560,730,face_mask_correct
337,00775_Mask_Mouth_Chin.jpg,267,125,646,836,face_mask_correct
338,06924_Mask_Mouth_Chin.jpg,227,238,564,679,face_mask_correct
339,07978_Mask_Mouth_Chin.jpg,165,211,603,709,face_mask_correct
340,00845_Mask_Mouth_Chin.jpg,146,170,584,755,face_mask_correct
341,04164_Mask_Mouth_Chin.jpg,231,191,595,693,face_mask_correct
342,05138_Mask_Mouth_Chin.jpg,227,221,554,644,face_mask_correct
343,00990_Mask_Mouth_Chin.jpg,187,171,608,731,face_mask_correct
344,01819_Mask_Mouth_Chin.jpg,130,153,606,823,face_mask_correct
345,02712_Mask_Nose_Mouth.jpg,248,222,501,629,face_mask_correct
346,06051_Mask_Mouth_Chin.jpg,201,142,599,785,face_mask_correct
347,02970_Mask_Mouth_Chin.jpg,216,180,531,713,face_mask_correct
348,06184_Mask_Mouth_Chin.jpg,195,256,523,635,face_mask_correct
349,04811_Mask_Mouth_Chin.jpg,307,182,602,755,face_mask_correct
350,05998_Mask_Mouth_Chin.jpg,213,200,593,685,face_mask_correct
351,00130_Mask_Mouth_Chin.jpg,246,97,636,838,face_mask_correct
352,02795_Mask_Mouth_Chin.jpg,223,173,581,697,face_mask_correct
353,02795_Mask_Mouth_Chin.jpg,89,304,150,205,face_mask_correct
354,02640_Mask_Mouth_Chin.jpg,167,179,607,777,face_mask_correct
355,04721_Mask_Mouth_Chin.jpg,208,179,560,700,face_mask_correct
356,04135_Mask_Mouth_Chin.jpg,343,684,351,384,face_mask_correct
357,00814_Mask_Mouth_Chin.jpg,232,185,610,728,face_mask_correct
358,05169_Mask_Mouth_Chin.jpg,255,221,506,615,face_mask_correct
359,02054_Mask_Mouth_Chin.jpg,154,171,625,714,face_mask_correct
360,07929_Mask_Mouth_Chin.jpg,206,166,607,682,face_mask_correct
361,02181_Mask_Mouth_Chin.jpg,232,159,582,762,face_mask_correct
362,01778_Mask_Mouth_Chin.jpg,285,180,575,708,face_mask_correct
363,01778_Mask_Mouth_Chin.jpg,-1,420,286,390,face_mask_correct
364,00946_Mask_Nose_Mouth.jpg,353,171,516,650,face_mask_correct
365,00724_Mask_Mouth_Chin.jpg,279,242,537,616,face_mask_correct
366,06790_Mask_Mouth_Chin.jpg,223,206,589,684,face_mask_correct
367,07619_Mask_Mouth_Chin.jpg,204,178,614,719,face_mask_correct
368,02608_Mask_Mouth_Chin.jpg,265,208,574,671,face_mask_correct
369,04769_Mask_Mouth_Chin.jpg,244,218,538,631,face_mask_correct
370,05735_Mask_Mouth_Chin.jpg,41,178,56,70,face_mask_correct
371,05735_Mask_Mouth_Chin.jpg,239,272,489,559,face_mask_correct
