,name,x1,x2,y1,y2,classname,bbox
192,4729.png,290,141,381,221,mask_colorful,"[290, 141, 381, 221]"
193,4729.png,921,214,994,276,mask_colorful,"[921, 214, 994, 276]"
194,4729.png,848,118,1025,248,hood,"[848, 118, 1025, 248]"
195,5806.jpg,343,175,736,674,face_no_mask,"[343, 175, 736, 674]"
196,4538.png,0,38,211,345,face_with_mask,"[0, 38, 211, 345]"
197,4538.png,322,51,523,325,face_with_mask,"[322, 51, 523, 325]"
198,4538.png,192,178,376,446,face_with_mask,"[192, 178, 376, 446]"
199,4538.png,195,319,376,444,mask_surgical,"[195, 319, 376, 444]"
200,4538.png,362,186,523,322,mask_surgical,"[362, 186, 523, 322]"
201,4538.png,0,202,205,345,mask_surgical,"[0, 202, 205, 345]"
202,4538.png,2,41,210,179,hair_net,"[2, 41, 210, 179]"
203,4538.png,184,183,368,318,hair_net,"[184, 183, 368, 318]"
204,4538.png,325,51,516,214,hair_net,"[325, 51, 516, 214]"
205,4538.png,4,146,216,241,eyeglasses,"[4, 146, 216, 241]"
206,4538.png,339,156,516,228,eyeglasses,"[339, 156, 516, 228]"
207,5584.jpg,222,53,406,270,face_no_mask,"[222, 53, 406, 270]"
208,4947.png,233,23,373,189,face_other_covering,"[233, 23, 373, 189]"
209,4947.png,0,32,87,172,face_other_covering,"[0, 32, 87, 172]"
210,4947.png,236,31,392,210,helmet,"[236, 31, 392, 210]"
211,4947.png,0,35,79,95,hat,"[0, 35, 79, 95]"
212,6162.jpg,188,6,295,161,face_no_mask,"[188, 6, 295, 161]"
213,2194.png,230,58,399,254,face_with_mask,"[230, 58, 399, 254]"
214,2194.png,255,131,398,250,mask_colorful,"[255, 131, 398, 250]"
215,2194.png,234,87,369,180,goggles,"[234, 87, 369, 180]"
216,4153.png,495,99,712,364,face_with_mask,"[495, 99, 712, 364]"
217,4153.png,290,92,481,322,face_with_mask,"[290, 92, 481, 322]"
218,4153.png,74,203,272,394,face_with_mask,"[74, 203, 272, 394]"
219,4153.png,107,306,270,387,mask_colorful,"[107, 306, 270, 387]"
220,4153.png,305,206,469,318,mask_colorful,"[305, 206, 469, 318]"
221,4153.png,511,217,699,358,mask_colorful,"[511, 217, 699, 358]"
222,6310.jpg,266,388,361,516,face_no_mask,"[266, 388, 361, 516]"
223,6310.jpg,416,368,469,428,face_no_mask,"[416, 368, 469, 428]"
224,6310.jpg,510,297,567,382,face_no_mask,"[510, 297, 567, 382]"
225,6310.jpg,588,300,633,366,face_no_mask,"[588, 300, 633, 366]"
226,6310.jpg,658,326,709,389,face_no_mask,"[658, 326, 709, 389]"
227,6310.jpg,727,274,779,341,face_no_mask,"[727, 274, 779, 341]"
228,3337.png,231,3,673,389,face_with_mask,"[231, 3, 673, 389]"
229,3337.png,266,77,596,387,mask_colorful,"[266, 77, 596, 387]"
230,3369.png,97,4,371,268,face_with_mask,"[97, 4, 371, 268]"
231,3369.png,185,166,513,596,face_with_mask,"[185, 166, 513, 596]"
232,3369.png,184,327,483,596,mask_colorful,"[184, 327, 483, 596]"
233,3369.png,109,47,324,260,mask_colorful,"[109, 47, 324, 260]"
234,3369.png,186,32,341,196,eyeglasses,"[186, 32, 341, 196]"
235,5725.jpg,108,82,358,349,face_other_covering,"[108, 82, 358, 349]"
236,5725.jpg,493,31,700,286,face_other_covering,"[493, 31, 700, 286]"
237,5725.jpg,84,80,354,403,hijab_niqab,"[84, 80, 354, 403]"
238,5725.jpg,478,29,700,349,hijab_niqab,"[478, 29, 700, 349]"
239,5279.jpg,127,39,272,241,face_other_covering,"[127, 39, 272, 241]"
240,5279.jpg,506,197,587,288,face_other_covering,"[506, 197, 587, 288]"
241,5279.jpg,128,42,270,169,hat,"[128, 42, 270, 169]"
242,5279.jpg,130,177,270,238,other,"[130, 177, 270, 238]"
243,5279.jpg,526,259,586,284,other,"[526, 259, 586, 284]"
244,5279.jpg,506,197,585,253,hat,"[506, 197, 585, 253]"
245,5279.jpg,376,206,458,258,hat,"[376, 206, 458, 258]"
246,5279.jpg,371,205,458,306,face_other_covering,"[371, 205, 458, 306]"
247,4674.png,9,184,146,380,face_with_mask,"[9, 184, 146, 380]"
248,4674.png,318,108,445,294,face_with_mask,"[318, 108, 445, 294]"
249,4674.png,221,138,320,287,face_with_mask,"[221, 138, 320, 287]"
250,4674.png,8,277,140,378,mask_surgical,"[8, 277, 140, 378]"
251,4674.png,224,207,294,279,mask_surgical,"[224, 207, 294, 279]"
252,4674.png,312,193,431,289,mask_surgical,"[312, 193, 431, 289]"
253,1964.png,79,101,361,518,face_other_covering,"[79, 101, 361, 518]"
254,1964.png,76,18,360,328,hat,"[76, 18, 360, 328]"
255,3166.png,64,126,449,464,face_with_mask,"[64, 126, 449, 464]"
256,3166.png,169,279,367,472,mask_colorful,"[169, 279, 367, 472]"
257,3166.png,121,126,402,263,hat,"[121, 126, 402, 263]"
258,3166.png,42,127,493,525,hood,"[42, 127, 493, 525]"
259,4031.png,47,3,356,365,face_with_mask,"[47, 3, 356, 365]"
260,4031.png,69,148,324,360,mask_colorful,"[69, 148, 324, 360]"
261,2492.png,157,98,202,152,face_with_mask,"[157, 98, 202, 152]"
262,2492.png,405,63,450,125,face_no_mask,"[405, 63, 450, 125]"
263,2492.png,159,123,197,150,mask_surgical,"[159, 123, 197, 150]"
264,2492.png,108,67,122,86,face_no_mask,"[108, 67, 122, 86]"
265,2492.png,218,63,238,85,face_no_mask,"[218, 63, 238, 85]"
266,2492.png,15,112,33,135,face_no_mask,"[15, 112, 33, 135]"
267,2492.png,349,80,387,126,face_with_mask,"[349, 80, 387, 126]"
268,2492.png,304,88,331,129,face_with_mask,"[304, 88, 331, 129]"
269,2492.png,305,109,330,128,mask_colorful,"[305, 109, 330, 128]"
270,2492.png,349,100,386,128,mask_colorful,"[349, 100, 386, 128]"
271,5931.jpg,330,140,362,156,eyeglasses,"[330, 140, 362, 156]"
272,5931.jpg,175,92,227,158,face_no_mask,"[175, 92, 227, 158]"
273,5931.jpg,390,99,435,152,face_no_mask,"[390, 99, 435, 152]"
274,5931.jpg,477,95,518,148,face_no_mask,"[477, 95, 518, 148]"
275,5931.jpg,325,118,365,173,face_other_covering,"[325, 118, 365, 173]"
276,2388.png,139,39,346,277,face_with_mask,"[139, 39, 346, 277]"
277,2388.png,194,152,341,277,mask_surgical,"[194, 152, 341, 277]"
278,2388.png,170,124,346,163,eyeglasses,"[170, 124, 346, 163]"
279,3082.png,494,32,561,120,face_with_mask,"[494, 32, 561, 120]"
280,3082.png,377,49,453,132,face_with_mask,"[377, 49, 453, 132]"
281,3082.png,773,48,824,124,face_no_mask,"[773, 48, 824, 124]"
282,3082.png,23,26,98,120,face_with_mask,"[23, 26, 98, 120]"
283,3082.png,496,84,542,117,mask_surgical,"[496, 84, 542, 117]"
284,3082.png,50,79,92,112,mask_surgical,"[50, 79, 92, 112]"
285,3082.png,378,96,415,127,mask_surgical,"[378, 96, 415, 127]"
286,3082.png,22,29,91,71,hat,"[22, 29, 91, 71]"
287,3082.png,491,31,559,78,hat,"[491, 31, 559, 78]"
288,3082.png,38,62,101,84,eyeglasses,"[38, 62, 101, 84]"
289,3082.png,637,150,687,184,mask_surgical,"[637, 150, 687, 184]"
290,3082.png,594,121,631,159,mask_surgical,"[594, 121, 631, 159]"
291,3082.png,621,106,692,185,face_with_mask,"[621, 106, 692, 185]"
292,3082.png,588,89,645,156,face_with_mask,"[588, 89, 645, 156]"
293,1811.jpg,435,83,583,276,face_no_mask,"[435, 83, 583, 276]"
294,1969.jpg,388,77,489,210,face_with_mask,"[388, 77, 489, 210]"
295,1969.jpg,683,104,784,242,face_with_mask,"[683, 104, 784, 242]"
296,1969.jpg,691,153,744,230,mask_surgical,"[691, 153, 744, 230]"
297,1969.jpg,416,124,478,204,mask_surgical,"[416, 124, 478, 204]"
298,4047.png,284,39,470,293,face_other_covering,"[284, 39, 470, 293]"
299,4047.png,732,103,929,344,face_no_mask,"[732, 103, 929, 344]"
300,4047.png,318,169,457,288,gas_mask,"[318, 169, 457, 288]"
301,6193.jpg,786,154,1092,586,face_no_mask,"[786, 154, 1092, 586]"
302,5119.png,81,7,322,319,face_with_mask,"[81, 7, 322, 319]"
303,5119.png,125,176,302,307,mask_colorful,"[125, 176, 302, 307]"
304,4662.png,78,216,294,543,face_with_mask_incorrect,"[78, 216, 294, 543]"
305,4662.png,270,151,477,449,face_with_mask_incorrect,"[270, 151, 477, 449]"
306,4662.png,75,385,266,541,mask_surgical,"[75, 385, 266, 541]"
307,4662.png,300,361,492,469,mask_surgical,"[300, 361, 492, 469]"
308,4662.png,84,236,298,371,hair_net,"[84, 236, 298, 371]"
309,4662.png,261,148,474,284,hair_net,"[261, 148, 474, 284]"
310,2828.png,3,0,535,331,face_with_mask,"[3, 0, 535, 331]"
311,2828.png,147,114,429,334,mask_surgical,"[147, 114, 429, 334]"
312,2828.png,0,0,541,330,hat,"[0, 0, 541, 330]"
313,5310.jpg,350,24,486,194,face_no_mask,"[350, 24, 486, 194]"
314,3467.png,638,6,892,289,face_with_mask,"[638, 6, 892, 289]"
315,3467.png,218,41,367,235,face_with_mask,"[218, 41, 367, 235]"
316,3467.png,257,125,366,162,eyeglasses,"[257, 125, 366, 162]"
317,3467.png,245,148,362,222,mask_surgical,"[245, 148, 362, 222]"
318,3467.png,693,185,796,292,mask_surgical,"[693, 185, 796, 292]"
319,3467.png,634,5,894,165,hat,"[634, 5, 894, 165]"
320,6292.jpg,871,195,1444,949,face_no_mask,"[871, 195, 1444, 949]"
321,6292.jpg,2400,226,2915,899,face_no_mask,"[2400, 226, 2915, 899]"
322,3466.png,464,124,611,304,face_with_mask,"[464, 124, 611, 304]"
323,3466.png,263,164,338,328,face_with_mask,"[263, 164, 338, 328]"
324,3466.png,466,122,610,194,hat,"[466, 122, 610, 194]"
325,3466.png,268,227,337,256,eyeglasses,"[268, 227, 337, 256]"
326,3466.png,482,221,591,292,mask_colorful,"[482, 221, 591, 292]"
327,3466.png,262,243,330,318,mask_surgical,"[262, 243, 330, 318]"
328,3466.png,471,161,600,231,goggles,"[471, 161, 600, 231]"
329,2028.jpg,300,113,603,493,face_with_mask,"[300, 113, 603, 493]"
330,2028.jpg,315,252,589,479,mask_colorful,"[315, 252, 589, 479]"
331,2028.jpg,668,24,760,134,mask_colorful,"[668, 24, 760, 134]"
332,2028.jpg,146,26,247,136,mask_colorful,"[146, 26, 247, 136]"
333,6303.jpg,252,190,368,342,face_other_covering,"[252, 190, 368, 342]"
334,6303.jpg,304,252,370,290,eyeglasses,"[304, 252, 370, 290]"
335,6112.jpg,354,110,532,366,face_no_mask,"[354, 110, 532, 366]"
336,6112.jpg,613,15,749,194,face_no_mask,"[613, 15, 749, 194]"
337,6112.jpg,64,20,216,231,face_other_covering,"[64, 20, 216, 231]"
338,6112.jpg,96,100,213,152,eyeglasses,"[96, 100, 213, 152]"
339,6102.jpg,171,68,293,225,face_no_mask,"[171, 68, 293, 225]"
340,6102.jpg,66,108,141,199,face_no_mask,"[66, 108, 141, 199]"
341,6102.jpg,26,96,71,177,face_no_mask,"[26, 96, 71, 177]"
342,6102.jpg,295,88,356,180,face_no_mask,"[295, 88, 356, 180]"
343,6102.jpg,358,123,395,183,face_no_mask,"[358, 123, 395, 183]"
344,6102.jpg,577,58,660,136,face_no_mask,"[577, 58, 660, 136]"
345,6102.jpg,548,118,662,252,face_no_mask,"[548, 118, 662, 252]"
346,6102.jpg,432,152,506,240,face_other_covering,"[432, 152, 506, 240]"
347,6102.jpg,437,193,499,213,eyeglasses,"[437, 193, 499, 213]"
348,3748.png,239,28,624,551,face_with_mask,"[239, 28, 624, 551]"
349,3748.png,254,267,565,545,mask_colorful,"[254, 267, 565, 545]"
350,3121.png,233,21,429,264,face_with_mask,"[233, 21, 429, 264]"
351,3121.png,237,169,353,258,mask_colorful,"[237, 169, 353, 258]"
352,3121.png,231,19,435,267,hood,"[231, 19, 435, 267]"
353,3355.png,136,259,276,408,face_with_mask,"[136, 259, 276, 408]"
354,3355.png,159,328,242,405,mask_surgical,"[159, 328, 242, 405]"
355,3355.png,136,261,275,350,hat,"[136, 261, 275, 350]"
356,5950.jpg,168,28,673,714,face_no_mask,"[168, 28, 673, 714]"
357,6177.jpg,66,27,147,128,face_no_mask,"[66, 27, 147, 128]"
358,6177.jpg,588,24,661,121,face_no_mask,"[588, 24, 661, 121]"
359,4753.png,169,6,532,531,face_other_covering,"[169, 6, 532, 531]"
360,4753.png,184,222,498,365,sunglasses,"[184, 222, 498, 365]"
361,6363.jpg,139,74,218,104,eyeglasses,"[139, 74, 218, 104]"
362,6363.jpg,454,82,520,106,eyeglasses,"[454, 82, 520, 106]"
363,6363.jpg,122,18,221,151,face_other_covering,"[122, 18, 221, 151]"
364,6363.jpg,454,38,550,151,face_other_covering,"[454, 38, 550, 151]"
365,4437.png,245,89,443,323,face_with_mask,"[245, 89, 443, 323]"
366,4437.png,263,188,399,319,mask_colorful,"[263, 188, 399, 319]"
367,4507.png,172,13,366,249,face_with_mask,"[172, 13, 366, 249]"
368,4507.png,200,150,362,244,mask_surgical,"[200, 150, 362, 244]"
369,6203.jpg,396,202,774,739,face_no_mask,"[396, 202, 774, 739]"
370,4918.png,70,18,552,479,face_other_covering,"[70, 18, 552, 479]"
371,4918.png,79,34,459,477,gas_mask,"[79, 34, 459, 477]"
